Date,Time,Country,League,Home,Away,Odd_H,Odd_D,Odd_A
19.01.2025,07:00,KENYA,PREMIER LEAGUE - ROUND 16,Bandari,Shabana,3.2,2.88,2.5
19.01.2025,07:00,SINGAPORE,PREMIER LEAGUE - ROUND 23,Hougang,Balestier Khalsa,3.4,4.75,1.7
19.01.2025,07:00,ITALY,PRIMAVERA 1 - ROUND 20,Lecce U20,Cesena U20,3.2,2.88,2.5
19.01.2025,07:00,ITALY,PRIMAVERA 1 - ROUND 20,AC Milan U20,Fiorentina U20,3.2,2.88,2.5
19.01.2025,07:00,INDIA,I-LEAGUE - ROUND 9,Rajasthan United,Dempo,2.8,3.1,2.63
19.01.2025,07:30,TURKEY,SUPER LIG - ROUND 20,Goztepe,Antalyaspor,1.5,3.9,6.0
19.01.2025,07:30,TURKEY,1. LIG - ROUND 20,Igdir FK,Boluspor,1.65,4.0,4.75
19.01.2025,07:30,TURKEY,1. LIG - ROUND 20,Keciorengucu,Sakaryaspor,2.2,3.4,3.2
19.01.2025,07:30,WORLD,CLUB FRIENDLY,Wil (Sui),Zurich II (Sui),2.4,3.4,2.75
19.01.2025,07:30,WORLD,CLUB FRIENDLY,Tabasalu (Est),Tartu Kalev (Est),2.4,3.4,2.75
19.01.2025,08:00,THAILAND,THAI LEAGUE 1 - ROUND 18,Buriram,Khonkaen Utd.,2.5,3.3,2.8
19.01.2025,08:00,THAILAND,THAI LEAGUE 1 - ROUND 18,Ratchaburi,Muang Thong Utd,2.5,3.3,2.8
19.01.2025,08:00,SPAIN,PRIMERA RFEF - GROUP 2 - ROUND 20,Merida AD,Marbella,1.55,4.0,6.0
19.01.2025,08:00,NAMIBIA,PREMIERSHIP - ROUND 9,Tigers,Blue Boys,3.6,3.4,2.05
19.01.2025,08:00,NAMIBIA,PREMIERSHIP - ROUND 9,UNAM,Julinho Sporting,3.6,3.4,2.05
19.01.2025,08:00,SPAIN,PRIMERA RFEF - GROUP 1 - ROUND 20,Zamora,Osasuna B,1.55,4.0,6.0
19.01.2025,08:00,CAMBODIA,CPL,Visakha,Tiffy Army,2.5,3.5,2.6
19.01.2025,08:00,SPAIN,PRIMERA RFEF - GROUP 2 - ROUND 20,Alcoyano,UD Ibiza,1.55,4.0,6.0
19.01.2025,08:00,PORTUGAL,LIGA PORTUGAL 2 - ROUND 18,Vizela,Leiria,1.95,3.4,3.9
19.01.2025,08:00,SPAIN,PRIMERA RFEF - GROUP 1 - ROUND 20,Unionistas,Celta Vigo B,1.55,4.0,6.0
19.01.2025,08:00,CAMBODIA,CPL,Ministry of Interior FA,Boeung Ket,2.5,3.5,2.6
19.01.2025,08:00,SPAIN,PRIMERA RFEF - GROUP 1 - ROUND 20,Andorra,Ath Bilbao B,1.55,4.0,6.0
19.01.2025,08:00,TURKEY,SUPER LIG WOMEN - ROUND 2,Galatasaray W,Unye Kadin W,2.4,3.4,2.75
19.01.2025,08:00,VIETNAM,V.LEAGUE 1 - ROUND 10,Da Nang,Hanoi FC,2.4,3.4,2.75
19.01.2025,08:00,SPAIN,LIGA F WOMEN - ROUND 15,Real Madrid W,Eibar W,1.55,4.0,6.0
19.01.2025,08:00,ZAMBIA,SUPER LEAGUE - ROUND 20,Mutondo Stars,Green Eagles,2.4,3.4,2.75
19.01.2025,08:00,MAURITIUS,SUPER LEAGUE - ROUND 6,PAS Mates,Entente Boulet,3.2,2.88,2.5
19.01.2025,08:00,MAURITIUS,SUPER LEAGUE - ROUND 6,Grande Riviere,Port Louis,3.2,2.88,2.5
19.01.2025,08:00,SPAIN,LIGA F WOMEN - ROUND 15,Real Sociedad W,Espanyol W,1.55,4.0,6.0
19.01.2025,08:00,VIETNAM,V.LEAGUE 1 - ROUND 10,Nam Dinh,Viettel,2.4,3.4,2.75
19.01.2025,08:00,MAURITIUS,SUPER LEAGUE - ROUND 6,Chebel Citizens,Pamplemousses,3.2,2.88,2.5
19.01.2025,08:00,WORLD,CLUB FRIENDLY,Keski-Uusimaa (Fin),KaPa (Fin),2.4,3.4,2.75
19.01.2025,08:00,WORLD,CLUB FRIENDLY,Augsburg II (Ger),Furth II (Ger),2.4,3.4,2.75
19.01.2025,08:15,NETHERLANDS,EREDIVISIE - ROUND 19,NAC Breda,Twente,4.75,3.75,1.7
19.01.2025,08:15,NETHERLANDS,EREDIVISIE WOMEN - ROUND 12,Ajax W,AZ Alkmaar W,1.65,4.2,4.5
19.01.2025,08:15,NETHERLANDS,EREDIVISIE WOMEN - ROUND 12,Den Haag W,Utrecht W,1.65,4.2,4.5
19.01.2025,08:30,ITALY,SERIE A - ROUND 21,Fiorentina,Torino,1.63,3.8,5.5
19.01.2025,08:30,IRAQ,STARS LEAGUE - ROUND 15,Diyala,Al-Karma,2.8,3.1,2.63
19.01.2025,08:30,ITALY,SERIE C - GROUP B - ROUND 23,Ascoli,AC Milan U23,3.2,2.88,2.5
19.01.2025,08:30,WORLD,CLUB FRIENDLY WOMEN,Slavia Prague W (Cze),Slask Wroclaw W (Pol),2.4,3.4,2.75
19.01.2025,08:30,GREECE,SUPER LEAGUE 2 - ROUND 16,Panachaiki,PAE Chania,2.8,3.1,2.63
19.01.2025,08:30,IRAQ,STARS LEAGUE - ROUND 15,Al Karkh,Erbil,2.8,3.1,2.63
19.01.2025,08:30,DR CONGO,LIGUE 1 - ROUND 13,Blessing,Sanga Balende,1.95,3.5,3.7
19.01.2025,08:30,DR CONGO,LIGUE 1 - ROUND 13,Lubumbashi Sport,US Panda,1.95,3.5,3.7
19.01.2025,08:30,ITALY,SERIE A WOMEN - ROUND 15,Sampdoria W,AC Milan W,3.2,2.88,2.5
19.01.2025,08:30,ITALY,SERIE A WOMEN - ROUND 15,Inter W,Como W,3.2,2.88,2.5
19.01.2025,09:00,SCOTLAND,SCOTTISH CUP - 1/16-FINALS,Falkirk,Raith,1.5,3.75,6.5
19.01.2025,09:00,ETHIOPIA,PREMIER LEAGUE - ROUND 15,Welayta Dicha,Sidama Bunna,1.57,4.1,5.0
19.01.2025,09:00,ENGLAND,CHAMPIONSHIP - ROUND 27,Leeds,Sheffield Wed,1.38,5.0,7.0
19.01.2025,09:00,KENYA,PREMIER LEAGUE - ROUND 16,Muranga,Police FC,3.2,2.88,2.5
19.01.2025,09:00,KENYA,PREMIER LEAGUE - ROUND 16,Sofapaka,Posta Rangers,3.2,2.88,2.5
19.01.2025,09:00,LESOTHO,PREMIER LEAGUE,Defence Force,Matlama,3.2,2.88,2.5
19.01.2025,09:00,INDONESIA,LIGA 1 - ROUND 19,Persija Jakarta,Persita,2.8,3.1,2.63
19.01.2025,09:00,NAMIBIA,PREMIERSHIP - ROUND 9,Okahandja,KK Palace,3.6,3.4,2.05
19.01.2025,09:00,NAMIBIA,PREMIERSHIP - ROUND 9,Mighty Gunners,Eeshoke,3.6,3.4,2.05
19.01.2025,09:00,THAILAND,THAI LEAGUE 1 - ROUND 18,Nakhon Ratchasima FC,Uthai Thani,2.5,3.3,2.8
19.01.2025,09:00,WORLD,CLUB FRIENDLY,Berliner (Ger),Croatia Berlin (Ger),2.4,3.4,2.75
19.01.2025,09:00,WORLD,CLUB FRIENDLY,St. Pauli II (Ger),Eimsbutteler (Ger),2.4,3.4,2.75
19.01.2025,09:00,WORLD,CLUB FRIENDLY,Rotenburger (Ger),Werder Bremen II (Ger),2.4,3.4,2.75
19.01.2025,09:00,THAILAND,THAI LEAGUE 1 - ROUND 18,Rayong FC,Prachuap,2.5,3.3,2.8
19.01.2025,09:00,WORLD,CLUB FRIENDLY WOMEN,Koln W (Ger),Bochum W (Ger),2.4,3.4,2.75
19.01.2025,09:00,AZERBAIJAN,PREMIER LEAGUE - ROUND 19,Kapaz,Turan,3.7,3.0,2.2
19.01.2025,09:15,WORLD,CLUB FRIENDLY,FK Rostov (Rus),Rodina Moscow (Rus),2.4,3.4,2.75
19.01.2025,09:15,VIETNAM,V.LEAGUE 1 - ROUND 10,Hai Phong,Quang Nam,2.4,3.4,2.75
19.01.2025,09:30,TUNISIA,TUNISIA CUP - 1/64-FINALS,ES Jerba,JS Kairouan,2.5,3.3,2.8
19.01.2025,09:30,ENGLAND,WOMEN’S SUPER LEAGUE - ROUND 11,Tottenham W,Leicester W,1.6,3.75,5.75
19.01.2025,09:30,TUNISIA,TUNISIA CUP - 1/64-FINALS,EM Mahdia,AS Marsa,2.5,3.3,2.8
19.01.2025,09:30,MALAYSIA,MFL CHALLENGE CUP - SEMI-FINALS,Penang,Selangor,3.2,2.88,2.5
19.01.2025,09:30,ANDORRA,PRIMERA DIVISIÓ - ROUND 13,UE Santa Coloma,FC Rangers,3.7,3.0,2.2
19.01.2025,09:30,DR CONGO,LIGUE 1 - ROUND 15,Renaissance,AC Rangers,1.95,3.5,3.7
19.01.2025,09:30,GERMANY,2. BUNDESLIGA - ROUND 18,Elversberg,Magdeburg,2.2,3.75,2.95
19.01.2025,09:30,GERMANY,2. BUNDESLIGA - ROUND 18,Nurnberg,Karlsruher SC,2.2,3.7,3.0
19.01.2025,09:30,SOMALIA,NATIONAL LEAGUE - ROUND 7,Badbaado,Gasco,3.4,4.75,1.7
19.01.2025,09:30,GERMANY,3. LIGA - ROUND 20,SG Dynamo Dresden,Viktoria Koln,2.1,3.9,3.1
19.01.2025,09:30,GERMANY,2. BUNDESLIGA - ROUND 18,Paderborn,Hertha Berlin,2.1,3.9,3.1
19.01.2025,09:30,TUNISIA,TUNISIA CUP - 1/64-FINALS,Sfax Railways,Ariana,2.5,3.3,2.8
19.01.2025,09:30,TUNISIA,TUNISIA CUP - 1/64-FINALS,Hammam-Lif,BS Bouhajla,2.5,3.3,2.8
19.01.2025,09:30,BELGIUM,JUPILER PRO LEAGUE - ROUND 22,Kortrijk,Anderlecht,3.8,3.7,1.91
19.01.2025,09:30,TUNISIA,TUNISIA CUP - 1/64-FINALS,Kalaa,Djelma,2.5,3.3,2.8
19.01.2025,09:30,BELGIUM,CHALLENGER PRO LEAGUE - ROUND 18,RFC Liege,Waregem,4.75,4.1,1.62
19.01.2025,09:30,TUNISIA,TUNISIA CUP - 1/64-FINALS,Stade Gabesien,Megrine,2.5,3.3,2.8
19.01.2025,09:30,TUNISIA,TUNISIA CUP - 1/64-FINALS,Menzel Bourguiba,Korba,2.5,3.3,2.8
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Kuressaare (Est),Nomme Utd (Est),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Preussen Munster 2 (Ger),Turkspor Dortmund (Ger),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY WOMEN,Werder Bremen W (Ger),B. Monchengladbach W (Ger),2.4,3.4,2.75
19.01.2025,10:00,GREECE,SUPER LEAGUE 2 - ROUND 16,Ethnikos Neou,Makedonikos,2.8,3.1,2.63
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Radnicki 1923 (Srb),Pari NN (Rus),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Viktoria Berlin (Ger),A. Klagenfurt (Aut),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Vojvodina (Srb),Slavia Sofia (Bul),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Stal Mielec (Pol),Legia (Pol),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY WOMEN,Hradec Kralove W (Cze),FK Pardubice W (Cze),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY WOMEN,Freiburg W (Ger),Aarau W (Sui),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY WOMEN,1.FC Nurnberg W (Ger),Hoffenheim W (Ger),2.4,3.4,2.75
19.01.2025,10:00,GREECE,SUPER LEAGUE 2 - ROUND 16,Ilioupoli,Panionios,2.8,3.1,2.63
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Turkspor Berlin (Ger),Tasmania Berlin (Ger),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Jagiellonia (Pol),CSKA 1948 Sofia (Bul),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Saratov (Rus),Kirov (Rus),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Hornau (Ger),Giessen (Ger),2.4,3.4,2.75
19.01.2025,10:00,TUNISIA,LIGUE PROFESSIONNELLE 1 - ROUND 16,EGS Gafsa,JS Omrane,2.5,3.3,2.8
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Erfurt (Ger),TB Berlin (Ger),2.4,3.4,2.75
19.01.2025,10:00,TUNISIA,LIGUE PROFESSIONNELLE 1 - ROUND 16,Monastir,CA Bizertin,2.5,3.3,2.8
19.01.2025,10:00,TUNISIA,LIGUE PROFESSIONNELLE 1 - ROUND 16,Stade Tunisien,Zarzis,2.5,3.3,2.8
19.01.2025,10:00,SPAIN,LALIGA2 - ROUND 23,Burgos CF,Dep. La Coruna,2.5,2.9,3.1
19.01.2025,10:00,TURKEY,SUPER LIG - ROUND 20,Konyaspor,Kasimpasa,2.05,3.25,3.5
19.01.2025,10:00,TURKEY,1. LIG - ROUND 20,Pendikspor,Yeni Malatyaspor,2.2,3.4,3.2
19.01.2025,10:00,NETHERLANDS,TWEEDE DIVISIE - ROUND 19,ADO 20 Heemskerk,De Treffers,1.65,4.2,4.5
19.01.2025,10:00,NAMIBIA,PREMIERSHIP - ROUND 9,Young Africans,Young Brazilians,3.6,3.4,2.05
19.01.2025,10:00,UGANDA,BIG LEAGUE,Arua Hill,Booma,2.4,3.4,2.75
19.01.2025,10:00,UGANDA,BIG LEAGUE,Buhimba,Kiyinda Boys,2.4,3.4,2.75
19.01.2025,10:00,UGANDA,BIG LEAGUE,Busoga,Blacks Power,2.4,3.4,2.75
19.01.2025,10:00,UGANDA,BIG LEAGUE,Gadaffi,Kataka,2.4,3.4,2.75
19.01.2025,10:00,UGANDA,BIG LEAGUE,Myda,Kigezi HomeBoyz,2.4,3.4,2.75
19.01.2025,10:00,UGANDA,BIG LEAGUE,Ntugasaze,Kaaro Karungi,2.4,3.4,2.75
19.01.2025,10:00,UGANDA,BIG LEAGUE,Paidha Black Angels,Calvary,2.4,3.4,2.75
19.01.2025,10:00,MALTA,PREMIER LEAGUE - SECOND STAGE - MAIN - ROUND 2,Hibernians,Hamrun,3.2,2.88,2.5
19.01.2025,10:00,WORLD,FRIENDLY INTERNATIONAL,Qatar U20,Syria U20,2.4,3.4,2.75
19.01.2025,10:00,KENYA,PREMIER LEAGUE - ROUND 16,Tusker,Gor Mahia,3.2,2.88,2.5
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Botev Plovdiv (Bul),Cukaricki (Srb),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,CSKA Moscow (Rus),OKMK (Uzb),2.4,3.4,2.75
19.01.2025,10:00,WORLD,CLUB FRIENDLY,Hebar (Bul),Radnik (Srb),2.4,3.4,2.75
19.01.2025,10:00,GREECE,SUPER LEAGUE - ROUND 19,Atromitos,Olympiacos Piraeus,6.5,3.9,1.53
19.01.2025,10:00,ZAMBIA,SUPER LEAGUE - ROUND 20,ZESCO,Nkana,2.4,3.4,2.75
19.01.2025,10:00,BURUNDI,PRIMUS LEAGUE - ROUND 16,Vital'O,Inter Star,2.5,3.5,2.6
19.01.2025,10:00,BURUNDI,PRIMUS LEAGUE - ROUND 16,Ngozi City,Musongati,2.5,3.5,2.6
19.01.2025,10:00,BURUNDI,PRIMUS LEAGUE - ROUND 16,Kayanza,Le Messager Ngozi,2.5,3.5,2.6
19.01.2025,10:00,BURUNDI,PRIMUS LEAGUE - ROUND 16,Flambeau du Centre,Royal Vision,2.5,3.5,2.6
19.01.2025,10:00,BRAZIL,MINEIRO - ROUND 1,Democrata GV,Villa Nova MG,2.5,3.5,2.6
19.01.2025,10:00,DR CONGO,LIGUE 1 - ROUND 15,Dauphins Noirs,Bukavu Dawa,1.95,3.5,3.7
19.01.2025,10:00,DR CONGO,LIGUE 1 - ROUND 15,Etoile de Kivu,Celeste,1.95,3.5,3.7
19.01.2025,10:00,CAMEROON,ELITE ONE - ROUND 8,Fortuna Mfou,Aigle Moungo,2.5,3.5,2.6
19.01.2025,10:00,AFRICA,CAF CONFEDERATION CUP - ROUND 6,Simba (Tan),Constantine (Alg),3.7,3.0,2.2
19.01.2025,10:00,AFRICA,CAF CONFEDERATION CUP - ROUND 6,CS Sfaxien (Tun),Bravos do Maquis (Ang),3.7,3.0,2.2
19.01.2025,10:00,SPAIN,LALIGA - ROUND 20,Celta Vigo,Ath Bilbao,2.55,3.1,2.87
19.01.2025,10:15,SWITZERLAND,SUPER LEAGUE - ROUND 19,Zurich,Yverdon,1.5,4.33,6.0
19.01.2025,10:30,WORLD,FRIENDLY INTERNATIONAL,Portugal U18,Austria U18,2.4,3.4,2.75
19.01.2025,10:30,SOUTH AFRICA,PREMIERSHIP - ROUND 14,Kaizer Chiefs,Sekhukhune,3.4,4.75,1.7
19.01.2025,10:30,NETHERLANDS,EREDIVISIE - ROUND 19,Almere City,Heracles,2.45,3.3,2.88
19.01.2025,10:30,SOUTH AFRICA,MOTSEPE FOUNDATION CHAMPIONSHIP - ROUND 16,Upington City,Cape Town Spurs,3.4,4.75,1.7
19.01.2025,10:30,DR CONGO,LIGUE 1 - ROUND 13,Simba,Groupe Bazano,1.95,3.5,3.7
19.01.2025,10:30,DR CONGO,LIGUE 1 - ROUND 13,St Eloi Lupopo,Malole,1.95,3.5,3.7
19.01.2025,10:30,WORLD,CLUB FRIENDLY,Blau Weiss Berlin (Ger),Empor Berlin (Ger),2.4,3.4,2.75
19.01.2025,10:30,FRANCE,NATIONAL - ROUND 17,Quevilly Rouen,Villefranche,1.57,4.1,5.0
19.01.2025,10:30,NETHERLANDS,EREDIVISIE - ROUND 19,Heerenveen,Ajax,5.75,4.0,1.6
19.01.2025,10:30,SOUTH AFRICA,MOTSEPE FOUNDATION CHAMPIONSHIP - ROUND 16,Milford FC,Venda,3.4,4.75,1.7
19.01.2025,11:00,MOROCCO,BOTOLA PRO - ROUND 19,Hassania Agadir,Maghreb Fez,3.6,3.4,2.05
19.01.2025,11:00,CYPRUS,CYPRUS LEAGUE - ROUND 19,Achnas,AEL Limassol,1.95,3.5,3.7
19.01.2025,11:00,CAMEROON,ELITE ONE - ROUND 8,Victoria United,Dynamo Douala,2.5,3.5,2.6
19.01.2025,11:00,SAN MARINO,CAMPIONATO SAMMARINESE - ROUND 16,Faetano,Cailungo,1.67,3.5,4.75
19.01.2025,11:00,LESOTHO,PREMIER LEAGUE,LU FC,LMPS,3.2,2.88,2.5
19.01.2025,11:00,LESOTHO,PREMIER LEAGUE,Linare,Liphakoe,3.2,2.88,2.5
19.01.2025,11:00,ENGLAND,WOMEN’S SUPER LEAGUE - ROUND 11,Arsenal W,Crystal Palace W,1.05,13.0,29.0
19.01.2025,11:00,ITALY,SERIE C - GROUP C - ROUND 23,Juventus U23,Monopoli,3.2,2.88,2.5
19.01.2025,11:00,ITALY,SERIE C - GROUP B - ROUND 23,Torres,Campobasso,3.2,2.88,2.5
19.01.2025,11:00,ITALY,SERIE C - GROUP B - ROUND 23,Pianese,Pescara,3.2,2.88,2.5
19.01.2025,11:00,ITALY,SERIE C - GROUP A - ROUND 23,Pergolettese,AlbinoLeffe,3.2,2.88,2.5
19.01.2025,11:00,MAURITIUS,SUPER LEAGUE - ROUND 6,La Cure Waves,AS Vacoas,3.2,2.88,2.5
19.01.2025,11:00,NAMIBIA,PREMIERSHIP - ROUND 9,Bucks Bucaneers,Cuca Tops,3.6,3.4,2.05
19.01.2025,11:00,SAN MARINO,CAMPIONATO SAMMARINESE - ROUND 16,Pennarossa,Murata,1.67,3.5,4.75
19.01.2025,11:00,PORTUGAL,LIGA PORTUGAL 2 - ROUND 18,Pacos Ferreira,Mafra,2.35,3.2,3.0
19.01.2025,11:00,ENGLAND,PREMIER LEAGUE - ROUND 22,Manchester Utd,Brighton,2.1,3.6,3.25
19.01.2025,11:00,ENGLAND,PREMIER LEAGUE - ROUND 22,Nottingham,Southampton,1.46,4.4,7.0
19.01.2025,11:00,FRANCE,LIGUE 1 - ROUND 18,St Etienne,Nantes,3.1,3.25,2.3
19.01.2025,11:00,WORLD,CLUB FRIENDLY,Wiedenbruck (Ger),ASC 09 Dortmund (Ger),2.4,3.4,2.75
19.01.2025,11:00,WORLD,CLUB FRIENDLY,Riga FC (Lat),United FC (Uae),2.4,3.4,2.75
19.01.2025,11:00,WORLD,CLUB FRIENDLY,Orenburg (Rus),Chelyabinsk (Rus),2.4,3.4,2.75
19.01.2025,11:00,WORLD,CLUB FRIENDLY,Norrkoping (Swe),Varnamo (Swe),2.4,3.4,2.75
19.01.2025,11:00,WORLD,CLUB FRIENDLY,Dukla Prague (Cze),Partizan (Srb),2.4,3.4,2.75
19.01.2025,11:00,ITALY,SERIE A - ROUND 21,Cagliari,Lecce,1.88,3.5,4.2
19.01.2025,11:00,ITALY,SERIE A - ROUND 21,Parma,Venezia,2.15,3.5,3.25
19.01.2025,11:00,WALES,PREMIER WOMEN - ROUND 12,Barry W,Cardiff Met. W,2.4,3.4,2.75
19.01.2025,11:00,BOTSWANA,PREMIER LEAGUE - ROUND 15,BDF XI,Jwaneng Galaxy,2.5,3.5,2.6
19.01.2025,11:00,BRAZIL,MINEIRO - ROUND 1,Aymores,Atletico-MG,2.5,3.5,2.6
19.01.2025,11:00,ITALY,SERIE C - GROUP A - ROUND 23,Arzignano,Trento,3.2,2.88,2.5
19.01.2025,11:00,SAN MARINO,CAMPIONATO SAMMARINESE - ROUND 16,La Fiorita,Tre Penne,1.67,3.5,4.75
19.01.2025,11:00,NAMIBIA,PREMIERSHIP - ROUND 9,Ongos,Blue Waters,3.6,3.4,2.05
19.01.2025,11:00,ITALY,SERIE C - GROUP A - ROUND 23,Alcione Milano,Padova,3.2,2.88,2.5
19.01.2025,11:00,ENGLAND,PREMIER LEAGUE - ROUND 22,Everton,Tottenham,2.75,3.6,2.4
19.01.2025,11:00,ITALY,SERIE B - ROUND 22,Sassuolo,Sudtirol,1.5,4.1,7.0
19.01.2025,11:00,ITALY,SERIE B - ROUND 22,Palermo,Juve Stabia,1.95,3.1,4.2
19.01.2025,11:00,INDIA,ISL - ROUND 18,Goa,East Bengal,2.8,3.1,2.63
19.01.2025,11:00,IRAQ,STARS LEAGUE - ROUND 15,Al Najaf,Al Minaa,2.8,3.1,2.63
19.01.2025,11:00,ITALY,SERIE B - ROUND 22,Catanzaro,Pisa,3.4,3.0,2.35
19.01.2025,11:10,OMAN,SULTAN CUP - QUARTER-FINALS,Al Seeb,Ibri,2.3,3.5,2.6
19.01.2025,11:15,SCOTLAND,SCOTTISH CUP - 1/16-FINALS,Rangers,Fraserburgh,1.01,34.0,51.0
19.01.2025,11:30,LESOTHO,PREMIER LEAGUE,Bantu,Lioli,3.2,2.88,2.5
19.01.2025,11:30,CAMEROON,ELITE ONE - ROUND 8,Panthere,Bamboutos FC,2.5,3.5,2.6
19.01.2025,11:30,SPAIN,PRIMERA RFEF - GROUP 1 - ROUND 20,Barcelona B,Ponferradina,1.55,4.0,6.0
19.01.2025,11:30,CHAD,PREMIERE DIVISION - LPFN - ROUND 11,Galactik,Foullah Edifice,2.5,3.5,2.6
19.01.2025,11:30,SPAIN,PRIMERA RFEF - GROUP 2 - ROUND 20,Villarreal B,Antequera,1.55,4.0,6.0
19.01.2025,11:30,GABON,CHAMPIONNAT D1 - ROUND 10,Bitam,Pelican Lambarene,1.57,4.1,5.0
19.01.2025,11:30,AZERBAIJAN,PREMIER LEAGUE - ROUND 19,Neftci Baku,Sabah Baku,3.7,3.0,2.2
19.01.2025,11:30,GREECE,SUPER LEAGUE - ROUND 19,Panetolikos,OFI Crete,2.5,3.2,2.88
19.01.2025,11:30,GREECE,SUPER LEAGUE - ROUND 19,Levadiakos,Asteras Tripolis,2.5,3.0,3.0
19.01.2025,11:30,GABON,CHAMPIONNAT D1 - ROUND 10,Vautour,CF Mounana,1.57,4.1,5.0
19.01.2025,11:30,DR CONGO,LIGUE 1 - ROUND 15,AS Vita Club,Anges Verts,1.95,3.5,3.7
19.01.2025,11:30,ITALY,SERIE A WOMEN - ROUND 15,AS Roma W,Juventus W,3.2,2.88,2.5
19.01.2025,11:30,WORLD,CLUB FRIENDLY,Slavia Prague (Cze),Philadelphia Union (Usa),2.4,3.4,2.75
19.01.2025,11:30,GERMANY,BUNDESLIGA - ROUND 18,Union Berlin,Mainz,2.7,3.2,2.75
19.01.2025,11:45,KUWAIT,PREMIER LEAGUE - ROUND 12,Al Qadisiya,Al Arabi,3.2,2.88,2.5
19.01.2025,12:00,GHANA,DIVISION ONE LEAGUE - ROUND 13,Skyy,Rospak,2.1,3.9,3.1
19.01.2025,12:00,BENIN,LIGUE 1 - ROUND 17,Sitatunga,Ayema,2.5,3.5,2.6
19.01.2025,12:00,BENIN,LIGUE 1 - ROUND 17,Tonnerre,Pantheres,2.5,3.5,2.6
19.01.2025,12:00,GHANA,PREMIER LEAGUE - ROUND 17,Young Apostles,Bechem United,2.1,3.9,3.1
19.01.2025,12:00,SUDAN,PREMIER LEAGUE - ROUND 3,Rabita Kosti,Hilal El-Fasher,1.55,4.0,6.0
