Date,Time,Country,League,Home,Away,Odd_H,Odd_D,Odd_A
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Altach (Aut),Luzern II (Sui),2.37,3.1,2.65
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Novi Pazar (Srb),Velez Mostar (Bih),1.77,3.65,4.24
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Nysa (Pol),Kluczbork (Pol),1.77,3.65,4.24
22.01.2025,10:00,WORLD,CLUB FRIENDLY,CSKA 1948 Sofia (Bul),Sanfrecce Hiroshima (Jpn),1.22,5.5,8.0
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Beroe (Bul),Yambol 1915 (Bul),2.37,3.1,2.65
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Bremer (Ger),Eiche Horn (Ger),2.37,3.1,2.65
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Buducnost (Mne),Kaisar Kyzylorda (Kaz),2.37,3.1,2.65
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Ch. Odesa (Ukr),Dukagjini (Kos),2.37,3.1,2.65
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Chernomorets 1919 (Bul),Spartak Varna (Bul),2.37,3.1,2.65
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Chrobry Glogow (Pol),Unia Swarzedz (Pol),1.22,5.5,8.0
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Michalovce (Svk),Zvolen (Svk),1.77,3.65,4.24
22.01.2025,10:00,SAUDI ARABIA,DIVISION 1 - ROUND 18,Ohod,Al Hazem,5.0,3.7,1.55
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Fakel Voronezh (Rus),Zeleznicar Pancevo (Srb),1.8,3.7,4.43
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Hoffenheim II (Ger),Wurzburger Kickers (Ger),1.8,3.7,4.43
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Kazincbarcikai (Hun),Budafoki (Hun),1.8,3.75,3.6
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Krumovgrad (Bul),Changwon (Kor),1.8,3.75,3.6
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Krylya Sovetov (Rus),Botev Plovdiv (Bul),1.77,3.65,4.24
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Livyi Bereg (Ukr),Metalist 1925 (Ukr),1.77,3.65,4.24
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Lubeck (Ger),Greifswald (Ger),1.77,3.65,4.24
22.01.2025,10:00,WORLD,CLUB FRIENDLY,Dobrudzha (Bul),U. Cluj (Rou),1.22,5.5,8.0
22.01.2025,10:05,UNITED ARAB EMIRATES,UAE LEAGUE - ROUND 13,Ittihad Kalba,Bani Yas,2.05,3.4,3.1
22.01.2025,10:30,QATAR,QSL - ROUND 13,Al-Shahaniya,Al Khor,2.1,3.3,3.1
22.01.2025,10:30,LIBYA,PREMIER LEAGUE - ROUND 8,Al Watan,Al Dahra,1.82,3.3,3.75
22.01.2025,10:30,INDIA,I-LEAGUE - ROUND 10,Aizawl,Delhi FC,2.1,3.4,3.0
22.01.2025,11:00,SAUDI ARABIA,SAUDI PROFESSIONAL LEAGUE - ROUND 16,Al Orubah,Al Qadisiya,8.5,4.6,1.3
22.01.2025,11:00,WORLD,CLUB FRIENDLY WOMEN,Bayern Munich W (Ger),Young Boys W (Sui),1.08,8.5,15.0
22.01.2025,11:00,INDIA,ISL - ROUND 18,Bengaluru FC,Odisha FC,2.1,3.3,3.1
22.01.2025,11:00,WORLD,CLUB FRIENDLY,Cukaricki (Srb),Dun. Streda (Svk),4.0,3.8,1.77
22.01.2025,11:00,WORLD,CLUB FRIENDLY,Ilirija (Slo),Tekstilac Odzaci (Srb),4.0,3.8,1.77
22.01.2025,11:00,WORLD,CLUB FRIENDLY,Real Madrid U19 (Esp),Liefering (Aut),4.0,3.8,1.77
22.01.2025,11:00,EGYPT,PREMIER LEAGUE - ROUND 9,Pharco,Al Ahly,6.5,4.0,1.44
22.01.2025,11:45,KUWAIT,DIVISION 1 - ROUND 4,Burgan,Al Shabab,1.82,3.3,3.75
22.01.2025,11:50,SAUDI ARABIA,DIVISION 1 - ROUND 18,Al Safa,Al Jubail,2.2,3.25,2.88
22.01.2025,11:55,SAUDI ARABIA,SAUDI PROFESSIONAL LEAGUE - ROUND 16,Al Fateh,Damac,3.0,3.3,2.1
22.01.2025,12:00,ITALY,PRIMAVERA 1 - ROUND 21,Genoa U20,Bologna U20,1.83,3.4,3.6
22.01.2025,12:00,TOGO,CHAMPIONNAT NATIONAL - ROUND 7,Espoir,OTR,1.07,9.0,51.0
22.01.2025,12:00,TOGO,CHAMPIONNAT NATIONAL - ROUND 7,Etoile Filante,Entente II,1.07,9.0,51.0
22.01.2025,12:00,GHANA,DIVISION ONE LEAGUE - ROUND 13,Swedru All Blacks,UCC Youngsters,1.24,4.85,11.5
22.01.2025,12:00,ITALY,PRIMAVERA 1 - ROUND 21,Verona U20,Inter U20,2.9,3.2,2.15
22.01.2025,12:00,TOGO,CHAMPIONNAT NATIONAL - ROUND 7,Gomido,Barracuda,1.07,9.0,51.0
22.01.2025,12:00,WORLD,FRIENDLY INTERNATIONAL WOMEN,Portugal U17 W,Iceland U17 W,1.59,4.3,5.35
22.01.2025,12:00,TOGO,CHAMPIONNAT NATIONAL - ROUND 7,Kara,Gbohloe-Su,1.07,9.0,51.0
22.01.2025,12:00,TOGO,CHAMPIONNAT NATIONAL - ROUND 7,Unisport,Binah,1.07,9.0,51.0
22.01.2025,12:00,WORLD,CLUB FRIENDLY,Opatija (Cro),Radnik Krizevci (Cro),1.67,3.8,4.2
22.01.2025,12:00,WORLD,CLUB FRIENDLY,Odra Opole (Pol),Polkowice (Pol),1.4,4.5,5.75
22.01.2025,12:00,WORLD,FRIENDLY INTERNATIONAL,Qatar U20,Uzbekistan U20,2.88,3.75,2.0
22.01.2025,12:00,TOGO,CHAMPIONNAT NATIONAL - ROUND 7,Tambo,Haknour,1.07,9.0,51.0
22.01.2025,12:00,TOGO,CHAMPIONNAT NATIONAL - ROUND 7,Doumbe,ASC Kara,1.07,9.0,51.0
22.01.2025,12:15,NIGER,SUPER LIGUE - ROUND 11,AS UAM,Tahoua,2.25,3.13,2.99
22.01.2025,12:30,EUROPE,EUROPA LEAGUE - LEAGUE PHASE - ROUND 7,Besiktas,Ath Bilbao,4.0,3.6,1.85
22.01.2025,12:30,OMAN,PROFESSIONAL LEAGUE - ROUND 12,Saham,Oman Club,2.9,2.75,2.5
22.01.2025,12:30,LIBYA,PREMIER LEAGUE - ROUND 8,Al Malaab El Libby,Al Ittihad Misurata,1.82,3.3,3.75
22.01.2025,12:45,QATAR,QSL - ROUND 13,Al-Gharafa,Al Ahli Doha,1.85,3.8,3.4
22.01.2025,13:00,MALI,PREMIERE DIVISION - ROUND 9,Foot Elite,Binga,1.85,3.0,4.1
22.01.2025,13:00,UNITED ARAB EMIRATES,UAE LEAGUE - ROUND 13,Al Wasl,Al Sharjah,2.8,3.25,2.3
22.01.2025,13:00,GUINEA,LIGUE 1 - ROUND 3,Flamme Olympique,CI Kamsar,1.55,3.5,5.5
22.01.2025,13:00,WORLD,CLUB FRIENDLY,SK Rapid II (Aut),Slovacko B (Cze),6.0,4.75,1.36
22.01.2025,13:00,WORLD,CLUB FRIENDLY,Narva (Est),Levadia (Est),6.0,4.75,1.36
22.01.2025,13:00,UGANDA,PREMIER LEAGUE - ROUND 16,Vipers,URA SC,1.3,4.2,12.0
22.01.2025,13:00,FRANCE,COUPE DE FRANCE - 1/16-FINALS,Haguenau,Dunkerque,5.0,3.6,1.62
22.01.2025,13:15,SIERRA LEONE,PREMIER LEAGUE - ROUND 6,Freetown City,Bhantal,4.34,3.08,1.84
22.01.2025,14:00,EGYPT,PREMIER LEAGUE - ROUND 9,Ceramica Cleopatra,Al Ittihad,1.75,3.2,5.0
22.01.2025,14:00,SAUDI ARABIA,SAUDI PROFESSIONAL LEAGUE - ROUND 16,Al Ittihad,Al Shabab,1.57,3.9,4.6
22.01.2025,14:00,WORLD,CLUB FRIENDLY,KKS Kalisz (Pol),Warta Sieradz (Pol),1.33,4.6,7.0
22.01.2025,14:00,EGYPT,PREMIER LEAGUE - ROUND 9,ZED,Pyramids,4.0,3.0,2.0
22.01.2025,14:30,SOUTH AFRICA,PREMIERSHIP - ROUND 14,Magesi,Mamelodi Sundowns,17.0,4.6,1.25
22.01.2025,14:30,WORLD,CLUB FRIENDLY,Unia Turza Slaska (Pol),Spojnia Landek (Pol),1.15,6.5,10.5
22.01.2025,14:30,ITALY,COPPA ITALIA SERIE C - SEMI-FINALS,Giana Erminio,Caldiero Terme,1.91,2.9,3.9
22.01.2025,14:45,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,Shakhtar Donetsk,Brest,2.62,3.3,2.5
22.01.2025,14:45,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,RB Leipzig,Sporting CP,2.8,3.6,2.25
22.01.2025,15:00,WORLD,CLUB FRIENDLY,Wiener Viktoria (Aut),Wiener Neustadt (Aut),1.3,5.5,6.0
22.01.2025,15:00,WORLD,CLUB FRIENDLY,1980 Wien (Aut),Fortuna 05 (Aut),1.15,6.5,10.5
22.01.2025,15:00,WORLD,CLUB FRIENDLY,Bautzen (Ger),Chemnitzer (Ger),1.15,6.5,10.5
22.01.2025,15:00,WORLD,CLUB FRIENDLY,Einheit Rudolstadt (Ger),Erfurt U19 (Ger),1.15,6.5,10.5
22.01.2025,15:00,WORLD,CLUB FRIENDLY,Heider SV (Ger),SC Weiche-08 (Ger),1.15,6.5,10.5
22.01.2025,15:00,MALI,PREMIERE DIVISION - ROUND 9,Etoiles du Mande,Bakaridjan,2.74,2.93,2.48
22.01.2025,15:00,WORLD,CLUB FRIENDLY,Silkeborg (Den),Brabrand (Den),1.15,6.5,10.5
22.01.2025,15:00,SPAIN,SUPER CUP WOMEN - SEMI-FINALS,Barcelona W,Atl. Madrid W,1.07,9.0,51.0
22.01.2025,15:00,ENGLAND,FA YOUTH CUP - 1/16-FINALS,Sheffield Utd U18,Derby U18,5.8,3.75,1.62
22.01.2025,15:00,WORLD,CLUB FRIENDLY,Neukolln (Ger),Croatia Berlin (Ger),1.15,6.5,10.5
22.01.2025,15:15,WORLD,CLUB FRIENDLY,Eugendorf (Aut),Vocklamarkt (Aut),1.3,5.5,6.0
22.01.2025,15:30,BRAZIL,COPA VERDE - 1/16-FINALS,Ceilandia,Capital,2.8,3.1,2.25
22.01.2025,15:30,WORLD,CLUB FRIENDLY,Mariendorf (Ger),Makkabi Berlin (Ger),1.3,5.5,6.0
22.01.2025,15:30,WORLD,CLUB FRIENDLY,Vevey (Sui),Bavois (Sui),2.0,3.6,3.0
22.01.2025,15:30,GUATEMALA,LIGA NACIONAL - CLAUSURA - ROUND 2,Municipal,Deportivo Achuapa,1.35,4.5,7.0
22.01.2025,15:45,BRAZIL,CARIOCA - TACA GUANABARA - ROUND 4,Marica,Nova Iguacu,3.1,2.9,2.3
22.01.2025,16:00,WORLD,FRIENDLY INTERNATIONAL WOMEN,Denmark U17 W,Wales U17 W,1.59,4.3,5.35
22.01.2025,16:00,EUROPE,PREMIER LEAGUE INTERNATIONAL CUP,Tottenham U21,NK Dinamo Zagreb 2,2.0,3.5,3.1
22.01.2025,16:00,EUROPE,PREMIER LEAGUE INTERNATIONAL CUP,Sunderland U21,Benfica B,2.3,3.4,2.62
22.01.2025,16:00,WORLD,CLUB FRIENDLY,Hornau (Ger),Gonsenheim (Ger),2.0,3.6,3.0
22.01.2025,16:30,WALES,CYMRU SOUTH - ROUND 19,Goytre Utd,Llantwit Major,2.88,3.75,2.0
22.01.2025,16:30,ITALY,COPPA ITALIA SERIE C - SEMI-FINALS,Trapani,Rimini,1.8,3.1,4.2
22.01.2025,16:45,ENGLAND,CHAMPIONSHIP - ROUND 28,Leeds,Norwich,1.36,4.6,8.5
22.01.2025,16:45,ENGLAND,CHAMPIONSHIP - ROUND 28,Portsmouth,Stoke,2.45,3.3,2.9
22.01.2025,16:45,ENGLAND,CHAMPIONSHIP - ROUND 28,Sheffield Wed,Bristol City,2.45,3.25,2.9
22.01.2025,17:00,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,Sparta Prague,Inter,7.0,4.8,1.4
22.01.2025,17:00,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,Real Madrid,Salzburg,1.07,13.0,29.0
22.01.2025,17:00,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,PSG,Manchester City,2.4,3.6,2.62
22.01.2025,17:00,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,Feyenoord,Bayern Munich,7.0,5.0,1.36
22.01.2025,17:00,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,Celtic,Young Boys,1.3,5.5,8.5
22.01.2025,17:00,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,Arsenal,D. Zagreb,1.11,9.0,21.0
22.01.2025,17:00,EUROPE,CHAMPIONS LEAGUE - LEAGUE PHASE - ROUND 7,AC Milan,Girona,1.44,4.4,6.0
22.01.2025,17:00,JAMAICA,PREMIER LEAGUE - ROUND 19,Dunbeholden,Vere United,1.95,3.25,3.5
22.01.2025,17:00,BRAZIL,COPINHA - PLAY OFFS - SEMI-FINALS,Gremio U20,Corinthians U20,2.8,3.25,2.2
22.01.2025,17:00,JAMAICA,PREMIER LEAGUE - ROUND 19,Chapelton,Portmore,4.8,3.75,1.62
22.01.2025,17:00,ENGLAND,CHAMPIONSHIP - ROUND 28,Plymouth,Burnley,5.8,3.75,1.62
22.01.2025,17:00,JAMAICA,PREMIER LEAGUE - ROUND 19,Harbour View,Waterhouse,4.0,3.1,1.85
22.01.2025,17:15,SAN MARINO,CAMPIONATO SAMMARINESE - ROUND 17,Murata,Cosmos,3.3,3.9,1.85
22.01.2025,17:15,SAN MARINO,CAMPIONATO SAMMARINESE - ROUND 17,Tre Penne,Faetano,1.33,4.75,6.5
22.01.2025,17:15,SAN MARINO,CAMPIONATO SAMMARINESE - ROUND 17,Cailungo,La Fiorita,11.2,8.3,1.11
22.01.2025,17:15,SAN MARINO,CAMPIONATO SAMMARINESE - ROUND 17,Folgore,Pennarossa,1.1,7.6,14.7
22.01.2025,18:00,GUATEMALA,LIGA NACIONAL - CLAUSURA - ROUND 2,Deportivo Mixco,Marquense,1.55,3.5,5.5
22.01.2025,18:30,BRAZIL,PAULISTA - ROUND 3,Bragantino,Velo Clube,1.29,4.6,11.0
22.01.2025,19:00,WORLD,CLUB FRIENDLY,Aucas (Ecu),Vinotinto (Ecu),2.2,3.25,3.0
22.01.2025,19:00,BRAZIL,COPA DO NORDESTE - ROUND 1,America RN,Juazeirense,2.0,2.9,3.8
22.01.2025,19:00,BRAZIL,CATARINENSE - ROUND 3,Caravaggio,Avai,3.9,3.1,1.83
22.01.2025,19:00,NICARAGUA,LIGA PRIMERA - CLAUSURA - ROUND 2,Rancho Santana,Jalapa,2.42,3.55,2.71
22.01.2025,19:00,COSTA RICA,PRIMERA DIVISION - CLAUSURA - ROUND 4,Liberia,Santa Ana,1.6,3.8,5.0
22.01.2025,19:00,BRAZIL,COPA VERDE - 1/16-FINALS,Vitoria ES,Rio Branco ES,2.45,3.2,2.5
22.01.2025,19:00,BRAZIL,CARIOCA - TACA GUANABARA - ROUND 4,Bangu,Flamengo RJ,5.0,3.6,1.6
22.01.2025,19:00,BRAZIL,COPA VERDE - 1/16-FINALS,Porto Velho,Humaita,2.8,3.1,2.25
22.01.2025,19:00,BRAZIL,MINEIRO - ROUND 2,Tombense,Itabirito,1.65,3.6,4.6
22.01.2025,19:00,BRAZIL,MINEIRO - ROUND 2,Betim,Aymores,1.93,3.2,3.7
22.01.2025,19:00,BRAZIL,COPA VERDE - 1/16-FINALS,Tocantinopolis,GAS,1.53,3.6,5.25
22.01.2025,19:00,BRAZIL,MINEIRO - ROUND 2,Athletic Club,Cruzeiro,3.8,3.3,1.87
22.01.2025,19:00,BRAZIL,CATARINENSE - ROUND 3,Joinville,Concordia,1.83,3.1,4.0
22.01.2025,19:00,BRAZIL,MINEIRO - ROUND 2,Atletico-MG,Democrata GV,1.9,3.25,3.8
22.01.2025,19:00,BRAZIL,GAUCHO - ROUND 1,Guarany de Bage,Internacional,5.0,3.5,1.65
22.01.2025,19:00,BRAZIL,GAUCHO - ROUND 1,Juventude,Ypiranga FC,1.63,3.7,4.75
22.01.2025,19:00,BRAZIL,GAUCHO - ROUND 1,Sao Luiz,Avenida,1.9,3.1,3.9
22.01.2025,19:30,BRAZIL,CATARINENSE - ROUND 3,Brusque,Chapecoense-SC,2.2,2.7,3.3
22.01.2025,19:30,PARAGUAY,SUPER CUP - FINAL,Libertad Asuncion,Olimpia Asuncion,2.9,2.75,2.4
22.01.2025,19:30,BRAZIL,PAULISTA - ROUND 3,Corinthians,Agua Santa,1.3,4.6,9.5
22.01.2025,20:00,BRAZIL,COPA ALAGOAS - ROUND 1,Coruripe,CSA,2.3,3.0,2.85
22.01.2025,20:00,BRAZIL,COPA VERDE - 1/16-FINALS,Aguia De Maraba,Independencia,1.45,4.0,6.22
22.01.2025,20:00,BRAZIL,COPA VERDE - 1/16-FINALS,Uniao Rondonopolis,Uniao Carmolandense,1.53,3.6,5.25
22.01.2025,20:00,BRAZIL,PAULISTA - ROUND 3,Ponte Preta,Portuguesa,2.1,2.9,3.5
22.01.2025,20:00,BRAZIL,MINEIRO - ROUND 2,Villa Nova MG,Uberlandia,2.1,3.2,3.25
22.01.2025,20:00,BRAZIL,COPA ALAGOAS - ROUND 1,SC Penedense,ASA,2.75,2.87,2.4
22.01.2025,20:01,WORLD,CLUB FRIENDLY,Akron Togliatti (Rus),Rodina Moscow (Rus),1.59,4.3,5.35
22.01.2025,20:30,BRAZIL,COPA VERDE - 1/16-FINALS,Sao Raimundo RR,Trem,1.53,3.6,5.25
22.01.2025,21:00,MARTINIQUE,TROPHEE GERARD JANVION - ROUND 14,Club Colonial,Emulation,2.74,2.93,2.48
22.01.2025,21:00,MARTINIQUE,TROPHEE GERARD JANVION - ROUND 9,Espoir,RC Saint Joseph,2.74,2.93,2.48
22.01.2025,21:00,MARTINIQUE,TROPHEE GERARD JANVION - ROUND 13,Golden Lion,Diamantinoise,2.74,2.93,2.48
22.01.2025,23:00,WORLD,CLUB FRIENDLY,Yokohama F. Marinos (Jpn),Oita Trinita (Jpn),1.36,5.0,7.12
22.01.2025,23:00,WORLD,CLUB FRIENDLY,Sagan Tosu (Jpn),Tochigi SC (Jpn),1.48,3.95,6.91
22.01.2025,23:00,WORLD,CLUB FRIENDLY,Machida (Jpn),Vanraure (Jpn),1.18,6.5,13.0
22.01.2025,23:00,WORLD,CLUB FRIENDLY,Iwata (Jpn),Kagoshima Utd (Jpn),1.43,4.3,7.01
